Series Name,Series Code,Country Name,Country Code,2016 [YR2016]
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,1365.48403444497
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,459.765036590388
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,2093.10728558843
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,12091.0301606154
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,1862.59597081287
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,12820.1653893008
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,8110.55874283616
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,18944.0962772875
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,24280.056640625
GDP per capita (current US$),NY.GDP.PCAP.CD,Czechia,CZE,18753.9686718096
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,54500.9260410217
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,2510.4300076241
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,8802.56172041363
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,7160.44200982307
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,5917.63771271481
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,3270.6287768197
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,3901.34014965811
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,7453.19797948517
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,18666.3736521706
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,641.651523286233
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,56875.2803813296
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,5363.79026679243
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,43451.2562442158
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,37024.2157133669
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,19690.0775734589
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,6677.07003901644
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,650.056501323611
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,4143.40125686315
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,42948.9381932694
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,1912.47991339951
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,17919.2426377048
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,48181.7453541266
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,9221.23461079424
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,35930.6594898711
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,4060.13784737643
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,711.996509782316
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,679.665386626818
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,5870.87823759835
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,1318.40268167953
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,2307.34468351082
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,43734.1980702999
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,13215.8605277789
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,62854.0906407932
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,1707.50892912243
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,3521.46943457574
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,5710.59947089104
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,4334.42096404188
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,64129.5571542383
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,82025.9454509241
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,37671.5389138798
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,31391.5692898108
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,5302.29553353854
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,39375.4731620781
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,3986.71677010853
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,7475.56688689424
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,1554.12610314423
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1742.66799324117
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,30832.0628072516
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,3759.44959067104
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,27323.6890735517
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,1103.27489428412
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2303.22156035363
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,13838.5266823272
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,8089.012088155
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,992.491840678465
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,714.613063145659
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,7525.80299308216
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,165375.491396259
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,14934.2702840428
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,106899.293549552
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,68911.6755919628
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,5598.48622617967
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,453.970714522463
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,450.506105510719
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,9476.53409809923
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,9947.80744731739
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,872.468587171653
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,26459.0770929988
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,4229.80988911945
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,1565.76575722696
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,10095.1225574156
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,9097.92397674769
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,2979.60119184048
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,2847.08794770479
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,173604.753555915
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,3619.90026383792
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,6968.01539365317
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,3140.85546875
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,441.489734819071
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1229.19713491328
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4395.68776162376
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,8748.15632605428
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,877.256454696737
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,46808.5291492503
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,30782.8544433514
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,40113.7195382428
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,2131.68704828322
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,502.706475406446
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2070.4127339595
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,24225.474169342
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,70867.3609970749
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,17110.1897460545
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1424.69161195897
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,17150.4759377239
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,14832.3611652459
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2316.39479758492
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,5775.15963399596
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,6217.03599995447
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,2985.19564024046
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,12464.0110508476
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,19980.2808866516
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico (US),PRI,29978.0889268918
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,61253.6217997091
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,9404.54005870715
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,8663.158203125
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,729.519133812945
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,4147.07097674888
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,44359.4797662688
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,1434.87018050521
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,22267.7217050387
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1266.43957151587
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,5982.37030126471
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,16566.9946042294
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,844.416411175476
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,57005.5887176547
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,37308.6147795736
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,16636.0769133073
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,21447.8377796036
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,2082.62383124213
GDP per capita (current US$),NY.GDP.PCAP.CD,"Somalia, Fed. Rep.",SOM,460.928490585175
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,5651.20585165749
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,26755.6061149398
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,4149.19190775593
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,21387.5415511103
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,10638.1269396653
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,7656.90042881178
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,1033.21594238281
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,5644.2061057532
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,3238.17611961364
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,51703.5088332851
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,82153.0745447889
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,656.3490586313
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,788.710481734485
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,953.0107421875
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,5833.57715617098
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,1335.54391073349
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,772.581357620609
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,3987.98626206287
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,17449.1538801956
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3847.80354448809
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,10984.3643169061
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,5686.98040962764
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,31373.5612684327
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,3808.69755015909
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,752.696571725656
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,2158.46118164063
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,42721.0999383185
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,41257.9085545556
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,57638.1018367192
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,17009.7584207276
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,2753.37951427589
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,2956.12644801489
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,3670.15737848208
GDP per capita (current US$),NY.GDP.PCAP.CD,Viet Nam,VNM,2735.0604380416
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,35324.9748874586
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,3527.61382413178
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,975.359417003225
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1239.08527877713
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1408.13945253431
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Afghanistan,AFG,-79585268.7492387
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Albania,ALB,-1037328978.03745
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Algeria,DZA,-1591723072.0537
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,American Samoa,ASM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Andorra,AND,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Angola,AGO,452522618.92
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Antigua and Barbuda,ATG,-59449394.19469
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Argentina,ARG,-1473633407.02589
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Armenia,ARM,-263304563.145079
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Aruba,ABW,-27969592.9352081
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Australia,AUS,-46078869963.9714
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Austria,AUT,777023614.940291
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Azerbaijan,AZE,-1926065000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Bahamas, The",BHS,-390400036.41
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bahrain,BHR,-1123404255.31914
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bangladesh,BGD,-2292208318.3686
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Barbados,BRB,-462836986.468919
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belarus,BLR,-1124000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belgium,BEL,-22983198267.7304
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Belize,BLZ,-31014601.3091005
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Benin,BEN,-114409648.300061
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bermuda,BMU,168557638.692137
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bhutan,BTN,-11884162.3485119
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bolivia,BOL,-246499489.903112
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bosnia and Herzegovina,BIH,-309306445.243284
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Botswana,BWA,27171118.1530403
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Brazil,BRA,-59601145882.35
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,British Virgin Islands,VGB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Brunei Darussalam,BRN,150550827.310312
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Bulgaria,BGR,-661410000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Burkina Faso,BFA,-340113213.369679
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Burundi,BDI,607822.799693013
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cabo Verde,CPV,-118483738.416594
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cambodia,KHM,-2396841375.10403
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cameroon,CMR,-702817614.103996
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Canada,CAN,33404095512.7527
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cayman Islands,CYM,-2725340002.86855
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Central African Republic,CAF,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Chad,TCD,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Channel Islands,CHI,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Chile,CHL,-3486979467.71747
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,China,CHN,41674876169.524
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Colombia,COL,-9340585800.77668
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Comoros,COM,-3569823.72997216
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Dem. Rep.",COD,-932374669.380907
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Congo, Rep.",COG,1147138978.64047
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Costa Rica,CRI,-2127035024.21393
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cote d'Ivoire,CIV,-549220091.283453
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Croatia,HRV,-2257913256.4739
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cuba,CUB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Curacao,CUW,-95363128.4916201
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Cyprus,CYP,-6342296071.48071
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Czechia,CZE,-7711369348.17033
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Denmark,DNK,10094436005.2953
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Djibouti,DJI,-159997974.353059
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Dominica,DMA,-41382233.8479629
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Dominican Republic,DOM,-2406700000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ecuador,ECU,-766570868.122241
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Egypt, Arab Rep.",EGY,-7900200000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,El Salvador,SLV,-347852921.553821
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Equatorial Guinea,GNQ,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Eritrea,ERI,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Estonia,EST,-560003486.301707
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ethiopia,ETH,-4142937496.46329
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Faroe Islands,FRO,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Fiji,FJI,-408052302.705633
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Finland,FIN,15196877456.5247
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,France,FRA,37198001295.6237
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,French Polynesia,PYF,-37316039.011203
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gabon,GAB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Gambia, The",GMB,-71169846.2506449
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Georgia,GEO,-1246836683.39
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Germany,DEU,58421887790
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ghana,GHA,-3470668372.75535
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Gibraltar,GIB,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greece,GRC,-4461888211.51061
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Greenland,GRL,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Grenada,GRD,-92776088.7545044
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guam,GUM,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guatemala,GTM,-965023370
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea,GIN,-1597343631.60883
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guinea-Bissau,GNB,-23548207.5182766
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Guyana,GUY,-32000000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Haiti,HTI,-104900000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Honduras,HND,-900072751.512727
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Hong Kong SAR, China",HKG,-57706925767.8982
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Hungary,HUN,-2797038418.77405
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iceland,ISL,-743724078.173073
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,India,IND,-39411278940.2537
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Indonesia,IDN,-16135916018.7025
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Iran, Islamic Rep.",IRN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Iraq,IRQ,6560200000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Ireland,IRL,16477511216.6158
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Isle of Man,IMN,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Israel,ISR,2590400000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Italy,ITA,-11998104744.4284
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jamaica,JAM,-657890736.257975
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Japan,JPN,137656207444.102
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Jordan,JOR,-1549718309.85915
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kazakhstan,KAZ,-13749208890.7838
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kenya,KEN,-352628512.894272
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kiribati,KIR,-1686369.59247115
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Korea, Dem. People's Rep.",PRK,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Korea, Rep.",KOR,17785200000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kosovo,XKX,-196726633.312125
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kuwait,KWT,6110599561.98838
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Kyrgyz Republic,KGZ,-578968800
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lao PDR,LAO,-920111853.710532
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Latvia,LVA,-90059355.4477344
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lebanon,LBN,-1563742343.7
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lesotho,LSO,-79234566.0376044
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Liberia,LBR,-311699760.322875
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Libya,LBY,439500000
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Liechtenstein,LIE,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Lithuania,LTU,-264618974.686367
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Luxembourg,LUX,-19248238632.6246
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,"Macao SAR, China",MAC,-1933341205.92089
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,North Macedonia,MKD,-349364660.855128
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Madagascar,MDG,-451114994.408963
